n_nodes,influence,nodes,time,std
0.6743737957610794,39.05,"[890, 78, 725, 239, 693, 916, 256]",18,85.99930232275143
1.2524084778420042,41.83,"[890, 194, 208, 45, 597, 691, 689, 430, 699, 32, 907, 337, 116]",17,44.622864094542386
0.28901734104046284,34.63,"[890, 140, 175]",20,82.70389591790705
1.5414258188824665,43.13,"[890, 725, 208, 45, 597, 689, 558, 32, 699, 581, 926, 256, 116, 606, 78, 497]",16,38.29285050763393
0.19267822736030826,32.65,"[890, 180]",19,90.37799732235717
0.4816955684007711,38.29,"[711, 138, 208, 892, 673]",21,73.10376460894474
2.023121387283237,44.61,"[890, 725, 208, 597, 45, 689, 442, 32, 457, 395, 691, 56, 58, 182, 24, 717, 264, 337, 894, 624, 699]",15,44.83837642020505
1.7341040462427748,43.27,"[890, 499, 303, 16, 87, 679, 558, 32, 575, 581, 926, 256, 116, 606, 264, 459, 588, 714]",16,37.67280186022802
0.7707129094412333,40.45,"[863, 891, 33, 239, 597, 115, 558, 689]",19,93.42669639883452
1.0597302504816957,41.11,"[890, 408, 446, 24, 208, 717, 264, 337, 894, 624, 699]",19,54.61547033579405
0.3853564547206165,35.88,"[890, 140, 558, 753]",20,99.47260929522257
1.926782273603083,43.77,"[631, 45, 725, 442, 208, 457, 597, 395, 699, 689, 691, 56, 58, 32, 278, 24, 717, 337, 818, 264]",16,65.45349494106483
1.15606936416185,41.14,"[890, 725, 92, 208, 597, 1033, 558, 32, 761, 581, 926, 256]",18,48.78186548298456
1.4450867052023124,42.42,"[890, 45, 725, 689, 208, 46, 597, 497, 699, 32, 926, 256, 558, 817, 116]",17,48.20207464414784
0.09633911368015458,22.23,[950],16,124.1808825866526
0.8670520231213874,40.76,"[890, 499, 208, 302, 115, 892, 558, 689, 482]",17,62.352613417562544
1.3487475915221583,42.02,"[890, 1009, 725, 8, 208, 46, 606, 699, 926, 689, 32, 256, 581, 116]",18,50.453844253931734
